SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1
NY0026697,NEW ROCHELLE STP,Surface,13.60,1 LEFEVRES LN,NEW ROCHELLE,NY,USA,10601,40.91,-73.76,"1 LEFEVRES LN
NEW ROCHELLE, NY 10601
(40.91, -73.76)"
NY0267589,NEWTOWN CREEK WASTEWATER TREATMENT PLANT,Surface,310.00,329-69 GREENPOINT AVE,BROOKLYN,NY,USA,11222,40.73,-73.94,"329-69 GREENPOINT AVE
BROOKLYN, NY 11222
(40.73, -73.94)"
NY0026204,NEWTOWN CREEK WASTEWATER TREATMENT PLANT,Surface,310.00,329-69 GREENPOINT AVE,BROOKLYN,NY,USA,11222,40.73,-73.94,"329-69 GREENPOINT AVE
BROOKLYN, NY 11222
(40.73, -73.94)"
NY0022446,NEW WINDSOR STP,Surface,5.00,CAESARS LN,NEW WINDSOR,NY,USA,12550,41.46,-74.02,"CAESARS LN
NEW WINDSOR, NY 12550
(41.46, -74.02)"
NY0101826,NEW YORK INSTITUTE OF TECHNOLOGY STP,Ground,0.04,NORTHERN BLVD,OLD WESTBURY,NY,USA,11568,40.81,-73.60,"NORTHERN BLVD
OLD WESTBURY, NY 11568
(40.81, -73.60)"
NY0027979,NIAGARA COUNTY SEWER DISTRICT #1 WWTP,Surface,14.08,7346 LIBERTY DR,NIAGARA FALLS,NY,USA,14304,43.06,-78.92,"7346 LIBERTY DR
NIAGARA FALLS, NY 14304
(43.06, -78.92)"
NY0026336,NIAGARA FALLS STP,Surface,48.00,1200 BUFFALO AVE,NIAGARA FALLS,NY,USA,14304,43.08,-79.04,"1200 BUFFALO AVE
NIAGARA FALLS, NY 14304
(43.08, -79.04)"
NY0262480,NICHOLS (T) STP,Surface,0.04,3626 E RIVER RD|,NICHOLS,NY,USA,13812,42.06,-76.33,"3626 E RIVER RD|
NICHOLS, NY 13812
(42.06, -76.33)"
NY0023973,NISKAYUNA - T SD 6 WWTP,Surface,3.00,2913 WHITMYER RD,SCHENECTADY,NY,USA,12309,42.80,-73.85,"2913 WHITMYER RD
SCHENECTADY, NY 12309
(42.80, -73.85)"
NY0023604,NORFOLK SD 1,Surface,0.16,RIVER RD AND CO RTE 38,NORFOLK,NY,USA,13667,44.80,-74.99,"RIVER RD AND CO RTE 38
NORFOLK, NY 13667
(44.80, -74.99)"
NY0030066,NORTHAMPTON SACANDAGA PARK SEWER DIST,Surface,0.08,ROOSEVELT TER,NORTHVILLE,NY,USA,12134,43.21,-74.18,"ROOSEVELT TER
NORTHVILLE, NY 12134
(43.21, -74.18)"
NY0109584,NORTH CASTLE S D 2 STP,Surface,0.50,15 BUSINESS PARK DR,ARMONK,NY,USA,10504,41.11,-73.71,"15 BUSINESS PARK DR
ARMONK, NY 10504
(41.11, -73.71)"
NY0020826,NORTH CHAUTAUQUA LAKE SD WWTP,Surface,0.50,CLARK ST,MAYVILLE,NY,USA,14757,42.24,-79.49,"CLARK ST
MAYVILLE, NY 14757
(42.24, -79.49)"
NY0110116,NORTH LAWRENCE & NICHOLVILLE STP,Both,0.05,FACTORY ST - N END,NORTH LAWRENCE,NY,USA,12967,44.80,-74.67,"FACTORY ST - N END
NORTH LAWRENCE, NY 12967
(44.80, -74.67)"
NY0024881,NORTHPORT STP,Surface,0.45,"1 KETCHUM PL|SCTM  404-12-1-30,31",NORTHPORT,NY,USA,11768,40.89,-73.35,"1 KETCHUM PL|SCTM 404-12-1-30,31
NORTHPORT, NY 11768
(40.89, -73.35)"
NY0026247,NORTH RIVER WASTEWATER TREATMENT PLANT,Surface,170.00,725 W 135TH ST,NEW YORK,NY,USA,10031,40.82,-73.95,"725 W 135TH ST
NEW YORK, NY 10031
(40.82, -73.95)"
NY0026280,NORTH TONAWANDA STP,Surface,13.00,830 RIVER RD,NORTH TONAWANDA,NY,USA,14120,43.04,-78.88,"830 RIVER RD
NORTH TONAWANDA, NY 14120
(43.04, -78.88)"
NY0021423,NORWICH - C WASTEWATER TREATMENT PLANT,Surface,2.20,ST RTE 12 - 0.3 MI S OF CITY LINE,NORWICH-T,NY,USA,,42.51,-75.51,"ST RTE 12 - 0.3 MI S OF CITY LINE
NORWICH-T, NY
(42.51, -75.51)"
NY0021369,NORWOOD - V  WASTEWATER TREATMENT PLANT,Surface,0.43,DUBLIN RD,NORWOOD,NY,USA,13668,44.74,-75.00,"DUBLIN RD
NORWOOD, NY 13668
(44.74, -75.00)"
NY0108421,NUNDA - V STP,Surface,0.20,WALNUT ST,NUNDA,NY,USA,14517,42.58,-77.92,"WALNUT ST
NUNDA, NY 14517
(42.58, -77.92)"
NY0028231,NW QUADRANT PURE WATERS DIST WWTP,Surface,22.00,170 PAYNE BEACH RD,HILTON,NY,USA,14468,43.32,-77.74,"170 PAYNE BEACH RD
HILTON, NY 14468
(43.32, -77.74)"
NY0026549,NYCDEP - GRAHAMSVILLE WASTEWATER TREATMENT PLANT,Surface,0.18,ST RTES 42 & 55|REYNOLDS RD,GRAHAMSVILLE,NY,USA,12740,41.84,-74.54,"ST RTES 42 &amp; 55|REYNOLDS RD
GRAHAMSVILLE, NY 12740
(41.84, -74.54)"
NY0026565,NYC DEP-GRAND GORGE STP,Surface,0.50,570 VAN AKEN RD,GRAND GORGE,NY,USA,12434,42.36,-74.47,"570 VAN AKEN RD
GRAND GORGE, NY 12434
(42.36, -74.47)"
NY0020281,NYS GLENFIELD SEWER DIST,Surface,0.06,BLUE ST,GLENFIELD,NY,USA,13343,43.71,-75.39,"BLUE ST
GLENFIELD, NY 13343
(43.71, -75.39)"
NY0023639,OAKFIELD - V STP,Surface,0.50,19 IRVING PKWY,OAKFIELD,NY,USA,14125,43.06,-78.26,"19 IRVING PKWY
OAKFIELD, NY 14125
(43.06, -78.26)"
NY0030767,OAKRIDGE TREATMENT PLANT,Surface,0.08,400 OAKRIDGE DR,SOUTH SALEM,NY,USA,10590,41.21,-73.52,"400 OAKRIDGE DR
SOUTH SALEM, NY 10590
(41.21, -73.52)"
NY0026174,OAKWOOD BEACH WASTEWATER TREATMENT PLANT,Surface,39.90,751 MILL RD,STATEN ISLAND,NY,USA,10306,40.55,-74.11,"751 MILL RD
STATEN ISLAND, NY 10306
(40.55, -74.11)"
NY0020168,OCEAN BEACH SEWAGE TREATMENT PLANT,Surface,0.50,94 BAY WALK,OCEAN BEACH,NY,USA,11770,40.64,-73.15,"94 BAY WALK
OCEAN BEACH, NY 11770
(40.64, -73.15)"
NY0029831,OGDENSBURG -C WWT PLANT,Surface,6.50,RAILROAD ST,OGDENSBURG,NY,USA,13669,44.70,-75.48,"RAILROAD ST
OGDENSBURG, NY 13669
(44.70, -75.48)"
NY0034223,OLDE NOTT FARM SEWERAGE WORKS,Surface,0.04,RIVERVIEW RD,REXFORD,NY,USA,12148,42.85,-73.88,"RIVERVIEW RD
REXFORD, NY 12148
(42.85, -73.88)"
NY0021351,OLD FORGE SEWER DISTRICT WASTEWATER TREATMENT PLANT,Surface,0.45,117 PULLMAN AVE,OLD FORGE,NY,USA,13420,43.70,-74.98,"117 PULLMAN AVE
OLD FORGE, NY 13420
(43.70, -74.98)"
NY0027162,OLEAN STP,Surface,7.00,174 S 19TH ST,OLEAN,NY,USA,14760,42.07,-78.45,"174 S 19TH ST
OLEAN, NY 14760
(42.07, -78.45)"
NY0025780,ONEIDA CO WATER POLLUTION CONTROL PLANT,Surface,48.00,51 LELAND AVE,UTICA,NY,USA,13502,43.09,-75.19,"51 LELAND AVE
UTICA, NY 13502
(43.09, -75.19)"
NY0026956,ONEIDA - C STP,Surface,3.75,387 HARDEN ST,ONEIDA,NY,USA,13421,43.10,-75.64,"387 HARDEN ST
ONEIDA, NY 13421
(43.10, -75.64)"
NY0031151,ONEONTA WASTEWATER TREATMENT PLANT,Surface,4.00,11 SILAS RD|ST RTE 205 & I-88,ONEONTA,NY,USA,13820,42.43,-75.10,"11 SILAS RD|ST RTE 205 &amp; I-88
ONEONTA, NY 13820
(42.43, -75.10)"
NY0027740,ONONDAGA CO HARBOUR HEIGHTS STP,Surface,0.15,COMMANE RD,BALDWINSVILLE,NY,USA,13027,43.15,-76.36,"COMMANE RD
BALDWINSVILLE, NY 13027
(43.15, -76.36)"
NY0030317,ONONDAGA CO OAK ORCHARD STP,Surface,10.00,4300 OAK ORCHARD RD,CLAY,NY,USA,13041,43.19,-76.20,"4300 OAK ORCHARD RD
CLAY, NY 13041
(43.19, -76.20)"
NY0027901,ORANGE COUNTY SD#1,Surface,6.00,72 RIVER RD,HARRIMAN,NY,USA,10926,41.31,-74.14,"72 RIVER RD
HARRIMAN, NY 10926
(41.31, -74.14)"
NY0026051,ORANGETOWN SD WWTP,Surface,12.75,127 ST RTE 303,ORANGEBURG,NY,USA,10962,41.03,-73.93,"127 ST RTE 303
ORANGEBURG, NY 10962
(41.03, -73.93)"
NY0020923,ORISKANY FALLS WWTP,Surface,0.09,MILL ST,ORISKANY FALLS,NY,USA,13425,42.93,-75.45,"MILL ST
ORISKANY FALLS, NY 13425
(42.93, -75.45)"
NY0258059,ORLEANS/ALEXANDRIA JOINT WWTP,Surface,0.20,COLLINS LANDING,ALEXANDRIA,NY,USA,13607,44.29,-75.97,"COLLINS LANDING
ALEXANDRIA, NY 13607
(44.29, -75.97)"
NY0121070,ORLEANS LAFARGEVILLE STP,Surface,0.06,SUNRISE AVE,LA FARGEVILLE,NY,USA,13656,44.19,-75.95,"SUNRISE AVE
LA FARGEVILLE, NY 13656
(44.19, -75.95)"
NY0030686,ORLEANS THOUSAND ISLAND PARK STP,Surface,0.19,PARK AVE,THOUSAND IS PARK,NY,USA,13692,44.28,-76.03,"PARK AVE
THOUSAND IS PARK, NY 13692
(44.28, -76.03)"
NY0108324,OSSINING WASTEWATER TREATMENT PLANT,Surface,7.00,75 WESTERLY RD,OSSINING,NY,USA,10562,41.15,-73.87,"75 WESTERLY RD
OSSINING, NY 10562
(41.15, -73.87)"
NY0029114,OSWEGO - C EAST SIDE STP,Surface,5.35,71 MERCER ST,OSWEGO,NY,USA,13126,43.47,-76.49,"71 MERCER ST
OSWEGO, NY 13126
(43.47, -76.49)"
NY0029238,OSWEGO - T SLEEPY HOLLOW STP,Surface,0.01,SLEEPY HOLLOW RD,OSWEGO,NY,USA,13126,43.43,-76.57,"SLEEPY HOLLOW RD
OSWEGO, NY 13126
(43.43, -76.57)"
NY0203734,OVERFLOW RETENTION FACILITY PLANT 6,Surface,0.39,502 MINERAL SPRINGS RD,WEST SENECA,NY,USA,14224,42.86,-78.79,"502 MINERAL SPRINGS RD
WEST SENECA, NY 14224
(42.86, -78.79)"
NY0029297,OWASCO - T SD 1,Surface,0.00,EAST LAKE RD,AUBURN,NY,USA,13021,42.93,-76.54,"EAST LAKE RD
AUBURN, NY 13021
(42.93, -76.54)"
NY0022730,OWEGO - T SD 1,Surface,0.85,BROADWAY RD,OWEGO,NY,USA,13827,42.10,-76.23,"BROADWAY RD
OWEGO, NY 13827
(42.10, -76.23)"
NY0025798,OWEGO - T STP 2,Surface,2.00,111 E MAIN ST,APALACHIN,NY,USA,13732,42.06,-76.14,"111 E MAIN ST
APALACHIN, NY 13732
(42.06, -76.14)"
NY0029262,OWEGO - V STP,Surface,1.00,SOUTHSIDE DR - N OF I-86 (ST RTE 17) @ EXIT 64,OWEGO,NY,USA,13827,42.09,-76.26,"SOUTHSIDE DR - N OF I-86 (ST RTE 17) @ EXIT 64
OWEGO, NY 13827
(42.09, -76.26)"
NY0026166,OWLS HEAD WASTEWATER TREATMENT PLANT,Surface,120.00,6700 SHORE RD,BROOKLYN,NY,USA,11220,40.64,-74.03,"6700 SHORE RD
BROOKLYN, NY 11220
(40.64, -74.03)"
NY0156876,OXFORD - V STP,Surface,0.20,29 S CANAL ST |OPPOSITE S WASHINGTON AVE SPUR AT CHENANGO RIVER,OXFORD,NY,USA,13830,42.43,-75.60,"29 S CANAL ST |OPPOSITE S WASHINGTON AVE SPUR AT CHENANGO RIVER
OXFORD, NY 13830
(42.43, -75.60)"
NY0021822,OYSTER BAY SEWAGE TREATMENT PLANT,Surface,1.80,15 BAY AVE,OYSTER BAY,NY,USA,11771,40.87,-73.52,"15 BAY AVE
OYSTER BAY, NY 11771
(40.87, -73.52)"
NY0025712,PAINTED POST SEWAGE TREATMENT,Surface,0.50,KANE ST,PAINTED POST,NY,USA,14870,42.15,-77.08,"KANE ST
PAINTED POST, NY 14870
(42.15, -77.08)"
NY0025101,PALMYRA - V STP,Surface,0.60,613 EAST MAIN ST,PALMYRA,NY,USA,14522,43.06,-77.21,"613 EAST MAIN ST
PALMYRA, NY 14522
(43.06, -77.21)"
NY0107654,PARISH - V STP,Surface,0.14,RED MILL RD,PARISH,NY,USA,13131,43.41,-76.12,"RED MILL RD
PARISH, NY 13131
(43.41, -76.12)"
NY0213934,PARKWOOD SEWER DISTRICT,Surface,0.00,VIA YEZZI & FOWLER PL,BINGHAMTON,NY,USA,13903,42.03,-75.91,"VIA YEZZI &amp; FOWLER PL
BINGHAMTON, NY 13903
(42.03, -75.91)"
NY0023922,PATCHOGUE STP,Surface,0.50,HAMMOND ST,PATCHOGUE,NY,USA,11772,40.76,-73.02,"HAMMOND ST
PATCHOGUE, NY 11772
(40.76, -73.02)"
NY0265080,PATTERSON HAMLET WWTP,Surface,0.08,APPROX 2000 FT SE OF INTERSECTION OF RT 311 & RT 216,PATTERSON,NY,USA,,41.50,-73.61,"APPROX 2000 FT SE OF INTERSECTION OF RT 311 &amp; RT 216
PATTERSON, NY
(41.50, -73.61)"
NY0247197,PAVILION (HAMLET) SANITARY SEWAGE DISPOSAL SYSTEM,Surface,0.08,1 WOODROW DR|NEAR ST RTE 63 @ ST RTE 19,PAVILION,NY,USA,,42.87,-78.02,"1 WOODROW DR|NEAR ST RTE 63 @ ST RTE 19
PAVILION, NY
(42.87, -78.02)"
NY0165891,PAWLING JOINT SEWER DISTRICT WWTP,Surface,0.28,CORBIN RD,PAWLING,NY,USA,12564,41.57,-73.59,"CORBIN RD
PAWLING, NY 12564
(41.57, -73.59)"
NY0274526,PEACH LAKE SEWER DISTRICT WWTP,Surface,0.17,ST RTE 121 & MAPLE LN,SOUTHEAST,NY,USA,10590,41.37,-73.58,"ST RTE 121 &amp; MAPLE LN
SOUTHEAST, NY 10590
(41.37, -73.58)"
NY0100803,PEEKSKILL WASTE WATER TREATMENT FACILITY,Surface,10.00,700 HIGHLAND AVE,PEEKSKILL,NY,USA,10601,41.30,-73.92,"700 HIGHLAND AVE
PEEKSKILL, NY 10601
(41.30, -73.92)"
NY0029726,PENN YAN STP,Surface,1.80,30 ELMWOOD AVE,PENN YAN,NY,USA,14527,42.65,-77.03,"30 ELMWOOD AVE
PENN YAN, NY 14527
(42.65, -77.03)"
NY0023949,PERU STP,Both,0.50,24 SUNRISE DR,PERU,NY,USA,12972,44.57,-73.52,"24 SUNRISE DR
PERU, NY 12972
(44.57, -73.52)"
NY0183636,PERU VALCOUR SD STP,Surface,0.05,47 SPITFIRE DR,PERU,NY,USA,12972,44.61,-73.44,"47 SPITFIRE DR
PERU, NY 12972
(44.61, -73.44)"
NY0024651,PHELPS - V STP,Surface,0.30,60 MILL ST,PHELPS,NY,USA,14532,42.96,-77.05,"60 MILL ST
PHELPS, NY 14532
(42.96, -77.05)"
NY0033022,PHILADELPHIA WWTP,Surface,0.20,GARDEN ST - N SIDE BY INDIAN R,PHILADELPHIA,NY,USA,13673,44.15,-75.71,"GARDEN ST - N SIDE BY INDIAN R
PHILADELPHIA, NY 13673
(44.15, -75.71)"
NY0020664,PHOENIX - V STP,Surface,0.60,NORTH ST,PHOENIX,NY,USA,13135,43.23,-76.30,"NORTH ST
PHOENIX, NY 13135
(43.23, -76.30)"
NY0026557,PINE HILL WWTP,Surface,0.50,8811 ST RTE 28,SHANDAKEN,NY,USA,12405,42.12,-74.46,"8811 ST RTE 28
SHANDAKEN, NY 12405
(42.12, -74.46)"
NY0090662,PINE VALLEY SUBD SEWER DISTRICT #1,Surface,0.01,PINE VALLEY OFF NORTH RD,WINDSOR,NY,USA,13865,42.10,-75.75,"PINE VALLEY OFF NORTH RD
WINDSOR, NY 13865
(42.10, -75.75)"
NY0020834,PLATTSBURGH CHAMPLAIN PARK SD,Surface,0.16,ST RTE 314 - E SIDE - N OF CAYUGA RD,PLATTSBURGH,NY,USA,12901,44.71,-73.40,"ST RTE 314 - E SIDE - N OF CAYUGA RD
PLATTSBURGH, NY 12901
(44.71, -73.40)"
NY0026018,PLATTSBURGH WATER POLLUTION CONTROL PLANT,Surface,16.00,53 GREEN ST - CITY ISLAND,PLATTSBURGH,NY,USA,12901,44.69,-73.44,"53 GREEN ST - CITY ISLAND
PLATTSBURGH, NY 12901
(44.69, -73.44)"
NY0107051,PLEASANT STREET SEWER DISTRICT #2,Ground,0.00,PLEASANT ST,VOORHEESVILLE,NY,USA,12186,42.65,-73.92,"PLEASANT ST
VOORHEESVILLE, NY 12186
(42.65, -73.92)"
NY0020338,PORT BYRON (V) WWTP,Surface,0.29,CLARK ST,PORT BYRON,NY,USA,13140,43.04,-76.62,"CLARK ST
PORT BYRON, NY 13140
(43.04, -76.62)"
NY0026786,PORT CHESTER WASTE WATER TREATMENT FACILITY,Surface,6.00,75 FOX ISLAND RD,PORT CHESTER,NY,USA,10573,40.99,-73.65,"75 FOX ISLAND RD
PORT CHESTER, NY 10573
(40.99, -73.65)"
NY0022969,PORT HENRY/MORIAH JOINT WWTF,Surface,0.85,27 BULWAGGA DR,PORT HENRY,NY,USA,12974,44.03,-73.45,"27 BULWAGGA DR
PORT HENRY, NY 12974
(44.03, -73.45)"
NY0026522,PORT JERVIS STP,Surface,2.50,46 N MAPLE AVE,PORT JERVIS,NY,USA,12771,41.36,-74.68,"46 N MAPLE AVE
PORT JERVIS, NY 12771
(41.36, -74.68)"
NY0030341,PORT LEYDEN STP,Surface,0.06,LINCOLN ST,PORT LEYDEN,NY,USA,13433,43.58,-75.34,"LINCOLN ST
PORT LEYDEN, NY 13433
(43.58, -75.34)"
