"SPDES_Permit_Number","Facility_Name","Ground_or_Surface","Average_Design_Hydraulic_Flow","Street","City","State","Country","Zip_Code","Latitude","Longitude","Location_1"
"NY0262480","NICHOLS (T) STP","Surface","0.04","3626 E RIVER RD|","NICHOLS","NY","USA","13812","42.06","-76.33","3626 E RIVER RD|NICHOLS, NY 13812(42.06, -76.33)"
"NY0023973","NISKAYUNA - T SD 6 WWTP","Surface","3","2913 WHITMYER RD","SCHENECTADY","NY","USA","12309","42.8","-73.85","2913 WHITMYER RDSCHENECTADY, NY 12309(42.80, -73.85)"
"NY0023604","NORFOLK SD 1","Surface","0.16","RIVER RD AND CO RTE 38","NORFOLK","NY","USA","13667","44.8","-74.99","RIVER RD AND CO RTE 38NORFOLK, NY 13667(44.80, -74.99)"
"NY0030066","NORTHAMPTON SACANDAGA PARK SEWER DIST","Surface","0.08","ROOSEVELT TER","NORTHVILLE","NY","USA","12134","43.21","-74.18","ROOSEVELT TERNORTHVILLE, NY 12134(43.21, -74.18)"
"NY0109584","NORTH CASTLE S D 2 STP","Surface","0.5","15 BUSINESS PARK DR","ARMONK","NY","USA","10504","41.11","-73.71","15 BUSINESS PARK DRARMONK, NY 10504(41.11, -73.71)"
"NY0020826","NORTH CHAUTAUQUA LAKE SD WWTP","Surface","0.5","CLARK ST","MAYVILLE","NY","USA","14757","42.24","-79.49","CLARK STMAYVILLE, NY 14757(42.24, -79.49)"
"NY0110116","NORTH LAWRENCE  and  NICHOLVILLE STP","Both","0.05","FACTORY ST - N END","NORTH LAWRENCE","NY","USA","12967","44.8","-74.67","FACTORY ST - N ENDNORTH LAWRENCE, NY 12967(44.80, -74.67)"
"NY0024881","NORTHPORT STP","Surface","0.45","1 KETCHUM PL|SCTM  404-12-1-30,31","NORTHPORT","NY","USA","11768","40.89","-73.35","1 KETCHUM PL|SCTM 404-12-1-30,31NORTHPORT, NY 11768(40.89, -73.35)"
"NY0026247","NORTH RIVER WASTEWATER TREATMENT PLANT","Surface","170","725 W 135TH ST","NEW YORK","NY","USA","10031","40.82","-73.95","725 W 135TH STNEW YORK, NY 10031(40.82, -73.95)"
"NY0026280","NORTH TONAWANDA STP","Surface","13","830 RIVER RD","NORTH TONAWANDA","NY","USA","14120","43.04","-78.88","830 RIVER RDNORTH TONAWANDA, NY 14120(43.04, -78.88)"
"NY0021423","NORWICH - C WASTEWATER TREATMENT PLANT","Surface","2.2","ST RTE 12 - 0.3 MI S OF CITY LINE","NORWICH-T","NY","USA",,"42.51","-75.51","ST RTE 12 - 0.3 MI S OF CITY LINENORWICH-T, NY(42.51, -75.51)"
"NY0021369","NORWOOD - V  WASTEWATER TREATMENT PLANT","Surface","0.43","DUBLIN RD","NORWOOD","NY","USA","13668","44.74","-75","DUBLIN RDNORWOOD, NY 13668(44.74, -75.00)"
"NY0108421","NUNDA - V STP","Surface","0.2","WALNUT ST","NUNDA","NY","USA","14517","42.58","-77.92","WALNUT STNUNDA, NY 14517(42.58, -77.92)"
"NY0028231","NW QUADRANT PURE WATERS DIST WWTP","Surface","22","170 PAYNE BEACH RD","HILTON","NY","USA","14468","43.32","-77.74","170 PAYNE BEACH RDHILTON, NY 14468(43.32, -77.74)"
"NY0026549","NYCDEP - GRAHAMSVILLE WASTEWATER TREATMENT PLANT","Surface","0.18","ST RTES 42  and  55|REYNOLDS RD","GRAHAMSVILLE","NY","USA","12740","41.84","-74.54","ST RTES 42  and amp; 55|REYNOLDS RDGRAHAMSVILLE, NY 12740(41.84, -74.54)"
"NY0026565","NYC DEP-GRAND GORGE STP","Surface","0.5","570 VAN AKEN RD","GRAND GORGE","NY","USA","12434","42.36","-74.47","570 VAN AKEN RDGRAND GORGE, NY 12434(42.36, -74.47)"
"NY0020281","NYS GLENFIELD SEWER DIST","Surface","0.06","BLUE ST","GLENFIELD","NY","USA","13343","43.71","-75.39","BLUE STGLENFIELD, NY 13343(43.71, -75.39)"
"NY0023639","OAKFIELD - V STP","Surface","0.5","19 IRVING PKWY","OAKFIELD","NY","USA","14125","43.06","-78.26","19 IRVING PKWYOAKFIELD, NY 14125(43.06, -78.26)"
"NY0030767","OAKRIDGE TREATMENT PLANT","Surface","0.08","400 OAKRIDGE DR","SOUTH SALEM","NY","USA","10590","41.21","-73.52","400 OAKRIDGE DRSOUTH SALEM, NY 10590(41.21, -73.52)"
"NY0026174","OAKWOOD BEACH WASTEWATER TREATMENT PLANT","Surface","39.9","751 MILL RD","STATEN ISLAND","NY","USA","10306","40.55","-74.11","751 MILL RDSTATEN ISLAND, NY 10306(40.55, -74.11)"
"NY0020168","OCEAN BEACH SEWAGE TREATMENT PLANT","Surface","0.5","94 BAY WALK","OCEAN BEACH","NY","USA","11770","40.64","-73.15","94 BAY WALKOCEAN BEACH, NY 11770(40.64, -73.15)"
"NY0029831","OGDENSBURG -C WWT PLANT","Surface","6.5","RAILROAD ST","OGDENSBURG","NY","USA","13669","44.7","-75.48","RAILROAD STOGDENSBURG, NY 13669(44.70, -75.48)"
"NY0034223","OLDE NOTT FARM SEWERAGE WORKS","Surface","0.04","RIVERVIEW RD","REXFORD","NY","USA","12148","42.85","-73.88","RIVERVIEW RDREXFORD, NY 12148(42.85, -73.88)"
"NY0021351","OLD FORGE SEWER DISTRICT WASTEWATER TREATMENT PLANT","Surface","0.45","117 PULLMAN AVE","OLD FORGE","NY","USA","13420","43.7","-74.98","117 PULLMAN AVEOLD FORGE, NY 13420(43.70, -74.98)"
"NY0027162","OLEAN STP","Surface","7","174 S 19TH ST","OLEAN","NY","USA","14760","42.07","-78.45","174 S 19TH STOLEAN, NY 14760(42.07, -78.45)"
"NY0025780","ONEIDA CO WATER POLLUTION CONTROL PLANT","Surface","48","51 LELAND AVE","UTICA","NY","USA","13502","43.09","-75.19","51 LELAND AVEUTICA, NY 13502(43.09, -75.19)"
"NY0026956","ONEIDA - C STP","Surface","3.75","387 HARDEN ST","ONEIDA","NY","USA","13421","43.1","-75.64","387 HARDEN STONEIDA, NY 13421(43.10, -75.64)"
"NY0031151","ONEONTA WASTEWATER TREATMENT PLANT","Surface","4","11 SILAS RD|ST RTE 205  and  I-88","ONEONTA","NY","USA","13820","42.43","-75.1","11 SILAS RD|ST RTE 205  and amp; I-88ONEONTA, NY 13820(42.43, -75.10)"
"NY0027740","ONONDAGA CO HARBOUR HEIGHTS STP","Surface","0.15","COMMANE RD","BALDWINSVILLE","NY","USA","13027","43.15","-76.36","COMMANE RDBALDWINSVILLE, NY 13027(43.15, -76.36)"
"NY0030317","ONONDAGA CO OAK ORCHARD STP","Surface","10","4300 OAK ORCHARD RD","CLAY","NY","USA","13041","43.19","-76.2","4300 OAK ORCHARD RDCLAY, NY 13041(43.19, -76.20)"
"NY0027901","ORANGE COUNTY SD#1","Surface","6","72 RIVER RD","HARRIMAN","NY","USA","10926","41.31","-74.14","72 RIVER RDHARRIMAN, NY 10926(41.31, -74.14)"
"NY0026051","ORANGETOWN SD WWTP","Surface","12.75","127 ST RTE 303","ORANGEBURG","NY","USA","10962","41.03","-73.93","127 ST RTE 303ORANGEBURG, NY 10962(41.03, -73.93)"
"NY0020923","ORISKANY FALLS WWTP","Surface","0.09","MILL ST","ORISKANY FALLS","NY","USA","13425","42.93","-75.45","MILL STORISKANY FALLS, NY 13425(42.93, -75.45)"
"NY0258059","ORLEANS/ALEXANDRIA JOINT WWTP","Surface","0.2","COLLINS LANDING","ALEXANDRIA","NY","USA","13607","44.29","-75.97","COLLINS LANDINGALEXANDRIA, NY 13607(44.29, -75.97)"
"NY0121070","ORLEANS LAFARGEVILLE STP","Surface","0.06","SUNRISE AVE","LA FARGEVILLE","NY","USA","13656","44.19","-75.95","SUNRISE AVELA FARGEVILLE, NY 13656(44.19, -75.95)"
"NY0030686","ORLEANS THOUSAND ISLAND PARK STP","Surface","0.19","PARK AVE","THOUSAND IS PARK","NY","USA","13692","44.28","-76.03","PARK AVETHOUSAND IS PARK, NY 13692(44.28, -76.03)"
"NY0108324","OSSINING WASTEWATER TREATMENT PLANT","Surface","7","75 WESTERLY RD","OSSINING","NY","USA","10562","41.15","-73.87","75 WESTERLY RDOSSINING, NY 10562(41.15, -73.87)"
"NY0029114","OSWEGO - C EAST SIDE STP","Surface","5.35","71 MERCER ST","OSWEGO","NY","USA","13126","43.47","-76.49","71 MERCER STOSWEGO, NY 13126(43.47, -76.49)"
"NY0029238","OSWEGO - T SLEEPY HOLLOW STP","Surface","0.01","SLEEPY HOLLOW RD","OSWEGO","NY","USA","13126","43.43","-76.57","SLEEPY HOLLOW RDOSWEGO, NY 13126(43.43, -76.57)"
"NY0203734","OVERFLOW RETENTION FACILITY PLANT 6","Surface","0.39","502 MINERAL SPRINGS RD","WEST SENECA","NY","USA","14224","42.86","-78.79","502 MINERAL SPRINGS RDWEST SENECA, NY 14224(42.86, -78.79)"
"NY0029297","OWASCO - T SD 1","Surface","0","EAST LAKE RD","AUBURN","NY","USA","13021","42.93","-76.54","EAST LAKE RDAUBURN, NY 13021(42.93, -76.54)"
"NY0022730","OWEGO - T SD 1","Surface","0.85","BROADWAY RD","OWEGO","NY","USA","13827","42.1","-76.23","BROADWAY RDOWEGO, NY 13827(42.10, -76.23)"
"NY0025798","OWEGO - T STP 2","Surface","2","111 E MAIN ST","APALACHIN","NY","USA","13732","42.06","-76.14","111 E MAIN STAPALACHIN, NY 13732(42.06, -76.14)"
"NY0029262","OWEGO - V STP","Surface","1","SOUTHSIDE DR - N OF I-86 (ST RTE 17) @ EXIT 64","OWEGO","NY","USA","13827","42.09","-76.26","SOUTHSIDE DR - N OF I-86 (ST RTE 17) @ EXIT 64OWEGO, NY 13827(42.09, -76.26)"
"NY0026166","OWLS HEAD WASTEWATER TREATMENT PLANT","Surface","120","6700 SHORE RD","BROOKLYN","NY","USA","11220","40.64","-74.03","6700 SHORE RDBROOKLYN, NY 11220(40.64, -74.03)"
"NY0156876","OXFORD - V STP","Surface","0.2","29 S CANAL ST |OPPOSITE S WASHINGTON AVE SPUR AT CHENANGO RIVER","OXFORD","NY","USA","13830","42.43","-75.6","29 S CANAL ST |OPPOSITE S WASHINGTON AVE SPUR AT CHENANGO RIVEROXFORD, NY 13830(42.43, -75.60)"
"NY0021822","OYSTER BAY SEWAGE TREATMENT PLANT","Surface","1.8","15 BAY AVE","OYSTER BAY","NY","USA","11771","40.87","-73.52","15 BAY AVEOYSTER BAY, NY 11771(40.87, -73.52)"
"NY0025712","PAINTED POST SEWAGE TREATMENT","Surface","0.5","KANE ST","PAINTED POST","NY","USA","14870","42.15","-77.08","KANE STPAINTED POST, NY 14870(42.15, -77.08)"
"NY0025101","PALMYRA - V STP","Surface","0.6","613 EAST MAIN ST","PALMYRA","NY","USA","14522","43.06","-77.21","613 EAST MAIN STPALMYRA, NY 14522(43.06, -77.21)"
"NY0107654","PARISH - V STP","Surface","0.14","RED MILL RD","PARISH","NY","USA","13131","43.41","-76.12","RED MILL RDPARISH, NY 13131(43.41, -76.12)"
"NY0213934","PARKWOOD SEWER DISTRICT","Surface","0","VIA YEZZI  and  FOWLER PL","BINGHAMTON","NY","USA","13903","42.03","-75.91","VIA YEZZI  and amp; FOWLER PLBINGHAMTON, NY 13903(42.03, -75.91)"
"NY0023922","PATCHOGUE STP","Surface","0.5","HAMMOND ST","PATCHOGUE","NY","USA","11772","40.76","-73.02","HAMMOND STPATCHOGUE, NY 11772(40.76, -73.02)"
"NY0265080","PATTERSON HAMLET WWTP","Surface","0.08","APPROX 2000 FT SE OF INTERSECTION OF RT 311  and  RT 216","PATTERSON","NY","USA",,"41.5","-73.61","APPROX 2000 FT SE OF INTERSECTION OF RT 311  and amp; RT 216PATTERSON, NY(41.50, -73.61)"
"NY0247197","PAVILION (HAMLET) SANITARY SEWAGE DISPOSAL SYSTEM","Surface","0.08","1 WOODROW DR|NEAR ST RTE 63 @ ST RTE 19","PAVILION","NY","USA",,"42.87","-78.02","1 WOODROW DR|NEAR ST RTE 63 @ ST RTE 19PAVILION, NY(42.87, -78.02)"
"NY0165891","PAWLING JOINT SEWER DISTRICT WWTP","Surface","0.28","CORBIN RD","PAWLING","NY","USA","12564","41.57","-73.59","CORBIN RDPAWLING, NY 12564(41.57, -73.59)"
"NY0274526","PEACH LAKE SEWER DISTRICT WWTP","Surface","0.17","ST RTE 121  and  MAPLE LN","SOUTHEAST","NY","USA","10590","41.37","-73.58","ST RTE 121  and amp; MAPLE LNSOUTHEAST, NY 10590(41.37, -73.58)"
"NY0100803","PEEKSKILL WASTE WATER TREATMENT FACILITY","Surface","10","700 HIGHLAND AVE","PEEKSKILL","NY","USA","10601","41.3","-73.92","700 HIGHLAND AVEPEEKSKILL, NY 10601(41.30, -73.92)"
"NY0029726","PENN YAN STP","Surface","1.8","30 ELMWOOD AVE","PENN YAN","NY","USA","14527","42.65","-77.03","30 ELMWOOD AVEPENN YAN, NY 14527(42.65, -77.03)"
"NY0023949","PERU STP","Both","0.5","24 SUNRISE DR","PERU","NY","USA","12972","44.57","-73.52","24 SUNRISE DRPERU, NY 12972(44.57, -73.52)"
"NY0183636","PERU VALCOUR SD STP","Surface","0.05","47 SPITFIRE DR","PERU","NY","USA","12972","44.61","-73.44","47 SPITFIRE DRPERU, NY 12972(44.61, -73.44)"
"NY0024651","PHELPS - V STP","Surface","0.3","60 MILL ST","PHELPS","NY","USA","14532","42.96","-77.05","60 MILL STPHELPS, NY 14532(42.96, -77.05)"
"NY0033022","PHILADELPHIA WWTP","Surface","0.2","GARDEN ST - N SIDE BY INDIAN R","PHILADELPHIA","NY","USA","13673","44.15","-75.71","GARDEN ST - N SIDE BY INDIAN RPHILADELPHIA, NY 13673(44.15, -75.71)"
"NY0020664","PHOENIX - V STP","Surface","0.6","NORTH ST","PHOENIX","NY","USA","13135","43.23","-76.3","NORTH STPHOENIX, NY 13135(43.23, -76.30)"
"NY0026557","PINE HILL WWTP","Surface","0.5","8811 ST RTE 28","SHANDAKEN","NY","USA","12405","42.12","-74.46","8811 ST RTE 28SHANDAKEN, NY 12405(42.12, -74.46)"
"NY0090662","PINE VALLEY SUBD SEWER DISTRICT #1","Surface","0.01","PINE VALLEY OFF NORTH RD","WINDSOR","NY","USA","13865","42.1","-75.75","PINE VALLEY OFF NORTH RDWINDSOR, NY 13865(42.10, -75.75)"
"NY0020834","PLATTSBURGH CHAMPLAIN PARK SD","Surface","0.16","ST RTE 314 - E SIDE - N OF CAYUGA RD","PLATTSBURGH","NY","USA","12901","44.71","-73.4","ST RTE 314 - E SIDE - N OF CAYUGA RDPLATTSBURGH, NY 12901(44.71, -73.40)"
"NY0026018","PLATTSBURGH WATER POLLUTION CONTROL PLANT","Surface","16","53 GREEN ST - CITY ISLAND","PLATTSBURGH","NY","USA","12901","44.69","-73.44","53 GREEN ST - CITY ISLANDPLATTSBURGH, NY 12901(44.69, -73.44)"
"NY0107051","PLEASANT STREET SEWER DISTRICT #2","Ground","0","PLEASANT ST","VOORHEESVILLE","NY","USA","12186","42.65","-73.92","PLEASANT STVOORHEESVILLE, NY 12186(42.65, -73.92)"
"NY0020338","PORT BYRON (V) WWTP","Surface","0.29","CLARK ST","PORT BYRON","NY","USA","13140","43.04","-76.62","CLARK STPORT BYRON, NY 13140(43.04, -76.62)"
"NY0026786","PORT CHESTER WASTE WATER TREATMENT FACILITY","Surface","6","75 FOX ISLAND RD","PORT CHESTER","NY","USA","10573","40.99","-73.65","75 FOX ISLAND RDPORT CHESTER, NY 10573(40.99, -73.65)"
"NY0022969","PORT HENRY/MORIAH JOINT WWTF","Surface","0.85","27 BULWAGGA DR","PORT HENRY","NY","USA","12974","44.03","-73.45","27 BULWAGGA DRPORT HENRY, NY 12974(44.03, -73.45)"
"NY0026522","PORT JERVIS STP","Surface","2.5","46 N MAPLE AVE","PORT JERVIS","NY","USA","12771","41.36","-74.68","46 N MAPLE AVEPORT JERVIS, NY 12771(41.36, -74.68)"
"NY0030341","PORT LEYDEN STP","Surface","0.06","LINCOLN ST","PORT LEYDEN","NY","USA","13433","43.58","-75.34","LINCOLN STPORT LEYDEN, NY 13433(43.58, -75.34)"
"NY0026107","PORT RICHMOND WASTEWATER TREATMENT PLANT","Surface","60","1801 RICHMOND TER","STATEN ISLAND","NY","USA","10310","40.63","-74.12","1801 RICHMOND TERSTATEN ISLAND, NY 10310(40.63, -74.12)"
"NY0020966","PORTVILLE WASTEWATER TREATMENT PLANT","Surface","0.78","COWELL ST","PORTVILLE","NY","USA","14770","42.03","-78.34","COWELL STPORTVILLE, NY 14770(42.03, -78.34)"
"NY0026778","PORT WASHINGTON WATER POLLUTION CONTROL PLANT","Surface","4","70 HARBOR RD","PORT WASHINGTON","NY","USA","11050","40.83","-73.69","70 HARBOR RDPORT WASHINGTON, NY 11050(40.83, -73.69)"
"NY0023337","POTSDAM SEWER DISTRICT NO 1 STP","Surface","0.04","SISSONVILLE RD","UNIONVILLE","NY","USA","13676","44.71","-74.99","SISSONVILLE RDUNIONVILLE, NY 13676(44.71, -74.99)"
"NY0020818","POTSDAM WATER POLL CNTL PLANT","Surface","3.5","115 CHERRY ST","POTSDAM","NY","USA","13676","44.68","-74.99","115 CHERRY STPOTSDAM, NY 13676(44.68, -74.99)"
"NY0026255","POUGHKEEPSIE STP","Surface","10","173 KITTREDGE PL","POUGHKEEPSIE","NY","USA","12601","41.71","-73.93","173 KITTREDGE PLPOUGHKEEPSIE, NY 12601(41.71, -73.93)"
"NY0026271","POUGHKEEPSIE (T) ARLINGTON WWTP","Surface","4","78 SAND DOCK RD","POUGHKEEPSIE","NY","USA","12603","41.64","-73.94","78 SAND DOCK RDPOUGHKEEPSIE, NY 12603(41.64, -73.94)"
"NY0263028","PRATTSVILLE STP","Surface","0.09","ACCESS RD OFF MAPLE AVE|CO RTE 1","PRATTSVILLE","NY","USA",,"42.31","-74.43","ACCESS RD OFF MAPLE AVE|CO RTE 1PRATTSVILLE, NY(42.31, -74.43)"
"NY0020257","PULASKI - V STP","Surface","0.65","48 RIVERVIEW DR","PULASKI","NY","USA","13142","43.56","-76.13","48 RIVERVIEW DRPULASKI, NY 13142(43.56, -76.13)"
"NY0260371","PUTNAM NATIONAL GOLF CLUB","Surface",,"187 HILL ST","MAHOPAC","NY","USA","10541","41.39","-73.76","187 HILL STMAHOPAC, NY 10541(41.39, -73.76)"
"NY0156825","RAISH SUBDIVISION PINE VALLEY S D # 2","Surface","0.01","NORTH RD","WINDSOR","NY","USA","13865","42.1","-75.75","NORTH RDWINDSOR, NY 13865(42.10, -75.75)"
"NY0102512","RAVENA - V VAN HOESON ST OVERFLOW","Surface","0.01","VAN HOESON ST","RAVENA","NY","USA","12143","42.47","-73.8","VAN HOESON STRAVENA, NY 12143(42.47, -73.80)"
"NY0246930","RED CREEK REGIONAL WWTP","Surface","0.5","6765 FORD RD","RED CREEK","NY","USA","13143","43.28","-76.74","6765 FORD RDRED CREEK, NY 13143(43.28, -76.74)"
"NY0027073","RED HOOK WASTEWATER TREATMENT PLANT","Surface","60","63 FLUSHING AVE","BROOKLYN","NY","USA","11205","40.7","-73.98","63 FLUSHING AVEBROOKLYN, NY 11205(40.70, -73.98)"
"NY0215911","REDWOOD SEWER DISTRICT","Surface","0.04","OLD ST RTE 37","THERESA","NY","USA","13691","44.29","-75.8","OLD ST RTE 37THERESA, NY 13691(44.29, -75.80)"
"NY0026026","RENSSELAER -C COMBINED SEWER OVERFLOWS","Surface","0.06","FOOT OF WATER ST","RENSSELAER","NY","USA","12144","42.65","-73.74","FOOT OF WATER STRENSSELAER, NY 12144(42.65, -73.74)"
"NY0087971","RENSSELAER CO SD 1 WWTP","Surface","24","FOOT OF WATER ST","TROY","NY","USA","12180","42.68","-73.71","FOOT OF WATER STTROY, NY 12180(42.68, -73.71)"
"NY0257613","RENSSELAER FALLS (V) WWTP","Surface","0.05","JOHNSTON RD @ HUEVELTON RD","RENSSELEAR FALLS","NY","USA","13680","44.59","-75.32","JOHNSTON RD @ HUEVELTON RDRENSSELEAR FALLS, NY 13680(44.59, -75.32)"
"NY0110281","RHINEBECK-V WASTEWATER TREATMENT PLANT","Surface","0.26","ASTOR DR","RHINEBECK","NY","USA","12572","41.93","-73.91","ASTOR DRRHINEBECK, NY 12572(41.93, -73.91)"
"NY0031411","RICHFIELD SPRINGS WASTEWATER TREATMENT PLANT","Surface","0.6","140 BLOOMFIELD DR","RICHFIELD SPRNGS","NY","USA","13439","42.84","-74.98","140 BLOOMFIELD DRRICHFIELD SPRNGS, NY 13439(42.84, -74.98)"
"NY0022519","RICHMONDVILLE - V STP","Surface","0.2","ST RTE 7 OPPOSITE MORGAN AVE","RICHMONDVILLE","NY","USA","12149","42.63","-74.55","ST RTE 7 OPPOSITE MORGAN AVERICHMONDVILLE, NY 12149(42.63, -74.55)"
"NY0025381","RIPLEY WATER POLLUTION CONTROL FACILITY","Surface","0.4","ST RTE 5 OPPOSITE ST RTE 76","RIPLEY","NY","USA","14775","42.28","-79.72","ST RTE 5 OPPOSITE ST RTE 76RIPLEY, NY 14775(42.28, -79.72)"
"NY0020061","RIVERHEAD SEWER DISTRICT AWTF","Surface","1.3","RIVER AVE - N END","RIVERHEAD","NY","USA","11901","40.92","-72.64","RIVER AVE - N ENDRIVERHEAD, NY 11901(40.92, -72.64)"
"NY0131768","RIVERVIEW LANDING STP","Surface","0.02","RIVERVIEW RD - 0.5 MILES EAST OF GROOMS RD","CLIFTON PARK","NY","USA","12065","42.83","-73.86","RIVERVIEW RD - 0.5 MILES EAST OF GROOMS RDCLIFTON PARK, NY 12065(42.83, -73.86)"
"NY0026221","ROCKAWAY WASTEWATER TREATMENT PLANT","Surface","45","106-21 BEACH CHANNEL DR","ROCKAWAY","NY","USA","11694","40.58","-73.82","106-21 BEACH CHANNEL DRROCKAWAY, NY 11694(40.58, -73.82)"
"NY0031895","ROCKLAND COUNTY SEWER DISTRICT NO 1","Surface","28.9","4 ST RTE 340","ORANGEBURG","NY","USA","10962","41.04","-73.94","4 ST RTE 340ORANGEBURG, NY 10962(41.04, -73.94)"
"NY0034983","ROCKLAND ROSCOE STP","Surface","0.2","OLD RT 17 - S OF COUNTY LINE","ROSCOE","NY","USA","12776","41.94","-74.92","OLD RT 17 - S OF COUNTY LINEROSCOE, NY 12776(41.94, -74.92)"
"NY0234117","ROLLING HILLS SEWER DISTRICT STP","Surface",,"RIDGEBURY RD","WAWAYANDA","NY","USA",,"41.38","-74.41","RIDGEBURY RDWAWAYANDA, NY(41.38, -74.41)"
"NY0060976","ROMBOUT STP","Surface","0.75","75 INDUSTRIAL WAY","FISHKILL","NY","USA","12524","41.52","-73.98","75 INDUSTRIAL WAYFISHKILL, NY 12524(41.52, -73.98)"
"NY0030864","ROME MUNICIPAL SEWAGE TREATMENT PLANT","Surface","12","7180 E DOMINICK ST","ROME","NY","USA","13440","43.2","-75.41","7180 E DOMINICK STROME, NY 13440(43.20, -75.41)"
"NY0109061","ROSENDALE WWT FACILITY","Surface","0.1","136 CREEK LOCKS RD","ROSENDALE","NY","USA","12472","41.84","-74.07","136 CREEK LOCKS RDROSENDALE, NY 12472(41.84, -74.07)"
"NY0020141","ROTTERDAM SEWER DIST #2","Surface","1.5","26 W CAMPBELL AVE","SCHENECTADY","NY","USA","12306","42.8","-73.98","26 W CAMPBELL AVESCHENECTADY, NY 12306(42.80, -73.98)"
"NY0021831","ROUSES POINT WWTP","Surface","2","LILY AVE","ROUSES POINT","NY","USA","12979","44.99","-73.36","LILY AVEROUSES POINT, NY 12979(44.99, -73.36)"
"NY0247561","RUSHMORE/BRIGADOON WWTP","Surface","0.09","105 CASTLETON DR","WOODBURY","NY","USA","11797","41.36","-74.12","105 CASTLETON DRWOODBURY, NY 11797(41.36, -74.12)"
"NY0161071","RUSHVILLE - V STP","Surface","0.08","WAREHOUSE ST","RUSHVILLE","NY","USA","14544","42.76","-77.23","WAREHOUSE STRUSHVILLE, NY 14544(42.76, -77.23)"
"NY0027014","SACKETS HARBOR STP","Surface","0.6","HILL ST","SACKETS HARBOR","NY","USA","13685","43.94","-76.12","HILL STSACKETS HARBOR, NY 13685(43.94, -76.12)"
"NY0028908","SAG HARBOR STP","Surface","0.25","BAY ST","SAG HARBOR","NY","USA","11963","41","-72.29","BAY STSAG HARBOR, NY 11963(41.00, -72.29)"
"NY0020508","SALAMANCA STP","Surface","2","299 CENTER ST","SALAMANCA","NY","USA","14779","42.16","-78.74","299 CENTER STSALAMANCA, NY 14779(42.16, -78.74)"
"NY0110795","SANFORD - T OQUAGA LAKE STP","Surface","0.05","OQUAGA LAKE","SANFORD","NY","USA",,"42.01","-75.45","OQUAGA LAKESANFORD, NY(42.01, -75.45)"
"NY0021733","SARANAC LAKE STP","Surface","2.62","BLOOMINGDALE AVE","SARANAC LAKE","NY","USA","12983","44.34","-74.11","BLOOMINGDALE AVESARANAC LAKE, NY 12983(44.34, -74.11)"
"NY0028240","SARATOGA CO SEWER DIST #1","Surface","43.4","1002 HUDSON RIVER RD","MECHANICVILLE","NY","USA","12118","42.88","-73.68","1002 HUDSON RIVER RDMECHANICVILLE, NY 12118(42.88, -73.68)"
"NY0145556","SAUGERTIES MALDEN-ON-HUDSON S D STP","Surface","0.1","RIVERSIDE DR - N END","SAUGERTIES","NY","USA","12477","42.09","-73.93","RIVERSIDE DR - N ENDSAUGERTIES, NY 12477(42.09, -73.93)"
"NY0031208","SAUGERTIES (V) DOCK STREET STP","Surface","1.36","DOCK ST","SAUGERTIES","NY","USA","12477","42.07","-73.94","DOCK STSAUGERTIES, NY 12477(42.07, -73.94)"
"NY0162663","SAVANNAH-T WWTP COMBINED SEWER DISTRICT","Surface","0.05","1564 N MAIN ST","SAVANNH","NY","USA",,"43.06","-76.75","1564 N MAIN STSAVANNH, NY(43.06, -76.75)"
"NY0199079","SCAVENGER WASTE TREATMENT PLANT","Ground","0.05","262 SPRINGS-FIREPLACE RD|SCTM# 300-145-2-13.1","EAST HAMPTON","NY","USA","11937","40.99","-72.17","262 SPRINGS-FIREPLACE RD|SCTM# 300-145-2-13.1EAST HAMPTON, NY 11937(40.99, -72.17)"
"NY0020516","SCHENECTADY - C STP","Surface","18.5","300 ANTHONY ST","SCHENECTADY","NY","USA","12305","42.84","-73.91","300 ANTHONY STSCHENECTADY, NY 12305(42.84, -73.91)"
"NY0268852","SCHODACK LANDING SEWERS","Surface","0.02","RAIL LN","SCHODACK LANDING","NY","USA","12156","42.47","-73.77","RAIL LNSCHODACK LANDING, NY 12156(42.47, -73.77)"
"NY0023655","SCHOHARIE - V STP","Surface","0.33","DEPOT LN","SCHOHARIE","NY","USA","12157","42.67","-74.31","DEPOT LNSCHOHARIE, NY 12157(42.67, -74.31)"
"NY0020231","SCHROON LAKE WWTP","Surface","0.35","49 FOWLER AVE","SCHROON LAKE","NY","USA","12870","43.84","-73.75","49 FOWLER AVESCHROON LAKE, NY 12870(43.84, -73.75)"
"NY0031941","SCHUYLERVILLE STP","Surface","0.26","SPRING ST","SCHUYLERVILLE","NY","USA","12871","43.09","-73.58","SPRING STSCHUYLERVILLE, NY 12871(43.09, -73.58)"
"NY0020133","SCOTTSVILLE - V STP","Surface","0.65","4620 RIVER RD","SCOTTSVILLE","NY","USA","14546","43.01","-77.74","4620 RIVER RDSCOTTSVILLE, NY 14546(43.01, -77.74)"
"NY0160407","SENECA COUNTY SEWER DISTRICT #1 STP","Surface","0.7","CO RTE 132","WILLARD","NY","USA","14588","42.67","-76.87","CO RTE 132WILLARD, NY 14588(42.67, -76.87)"
