"Region","County","Site_Name_Title","Description","Latitude","Longitude","Statewide_PTH_Site_Theme_Tag","Website_URL","Photo_URL","Town_City_Village","Address","State","Zip_Code","Phone","Location"
"Capital-Saratoga","Saratoga","New York State Military Museum  and  Research Center","Located in an historic armory constructed by Isaac Perry in 1889, the museum tells the story of New Yorks Citizen Soldiers, from Native American Warriors to todays Homeland Defense Forces via exhibits and programs.  The museum houses over 10,000 artifacts in its collection, including the largest collection of battle flags in North, which are divided into the museum and the library/archives holdings.","43.0831713","-73.7813885","The Revolution","http;//www.dmna.ny.gov/historic","","Saratoga Springs","61 Lake Avenue","NY","12866","518-581-5100","(43.083171299999997, -73.781388500000006)"
"Capital-Saratoga","Saratoga","Peebles Island State Park","Peebles Island State Park is at the confluence of the Hudson and Mohawk Rivers. On August 17, 1777, American forces retreated south to this place as they prepared defenses to make a final stand against the British who intended to capture Albany. Remnants of the earth work fortifications designed by Polish engineer Thaddeus Koscuiszko can still be seen today. Peebles Island is also the headquarters of the Bureau of Historic Sites and Bureau of Historic Preservation Field Services.","42.784298","-73.680153","Natural history","http;//www.nysparks.com/parks/111/details.aspx","","Waterford","Delaware Ave","NY","12047","518-237-8643 x3295","(42.784298, -73.680153000000004)"
"Capital-Saratoga","Saratoga","Saratoga Automobile Museum","Located at Saratoga Spa State Park in Saratoga Springs, the museum preserves, interprets and exhibits automobiles and automotive artifacts.  Educational programs and exhibits focus on the past, present and future social and economic impact of the automobile. The museum celebrates the automotive heritage of New York State and features antique cars, classic cars, race cars, Indy cars, sports racers and stock cars.","43.0630339","-73.790028","Canals and Transportation","http;//www.saratogaautomuseum.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/79.jpg","Saratoga Springs","110 Avenue of the Pines","NY","12866","518-587-1935","(43.063033900000001, -73.790028000000007)"
"Capital-Saratoga","Saratoga","Saratoga National Historical Park/Saratoga Monument","Gen. Benedict Arnold forced the British to retreat in Stillwater. Burgoyne surrendered, the first major victory for the Americans, convincing the French to support the fledgling nation. This Battlefield was made part of the National Park System in 1938 when Saratoga National Historical Park was authorized by the United States congress. The park has 3 units; the 4 sq. mile Battlefield in Stillwater; the General Phillip Schuyler House in Schuylerville; and the 155 ft. tall Saratoga Monument in the nearby village of Victory.","43.0106484","-73.652848","The Revolution","http;//www.nps.gov","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/81.jpg","Stillwater","648 Route 32","NY","12170","518-664-9821","(43.010648400000001, -73.652848000000006)"
"Capital-Saratoga","Saratoga","Saratoga Race Course","Saratoga Race Couse is the thoroughbred horse racing track in Saratoga Springs, New York that opened on August 3, 1863.  It is typically open for racing from late July through early September.","43.0740449","-73.764351","Sports History","http;//www.nyra.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/83.jpg","Saratoga Springs","267 Union Ave","NY","12866","518-584-6200","(43.074044899999997, -73.764351000000005)"
"Capital-Saratoga","Saratoga","Saratoga Spa State Park","A National Historic Landmark, Saratoga Spa State Park stretches 2,200 acres. It is noted for the Gideon Putnam Hotel, the Saratoga Performing Arts Center, golf, a spa, mineral springs and baths, and numerous other cultural, aesthetic and recreational resources.","43.0570185","-73.8015225","Natural History","http;//www.nysparks.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/84.jpg","Saratoga Springs","19 Roosevelt Drive","NY","12866","518-584-2000","(43.057018499999998, -73.801522500000004)"
"Capital-Saratoga","Saratoga","Stillwater Blockhouse Museum","Built in 1927, in part with timbers from Revolutionary War era structures, the blockhouse is a reconstruction of early 18th century blockhouses of the region. Today, the Stillwater Blockhouse stands in a small park on a notably scenic section of the Hudson River, and is dedicated to local history. Visitors can view the loopholes that allow shooting straight down upon the enemy, cannon and exhibits that highlight life and conflict in the 18th century.","42.937319","-73.656639","Colonial History","http;//www.stillwaterny.org","","Stillwater","Route 4","NY","12170","518-664-1847x39","(42.937319000000002, -73.656638999999998)"
"Capital-Saratoga","Saratoga","Ulysses S. Grant Cottage State Historic Site","President Ulysses S. Grant came to this Adirondack cottage to complete writing his memoirs shortly before passing away from throat cancer.  Today, the cottage and its furnishings remain essentially the same as during Grants stay for six weeks in 1895.  There is also a short path to the Eastern Outlook which commands a spectacular view of the Hudson Valley, Adirondacks in the north, Green Mountains of Vermont in the east, and Catskills to the south.  It is operated by the Friends of the Ulysses S. Grant Cottage.","43.1993734","-73.7497659","US Presidents","https;//www.grantcottage.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/102.jpg","Wilton","1000 Mt. McGregor Road","NY","12831","518- 584-2000 x223","(43.199373399999999, -73.7497659)"
"Capital-Saratoga","Saratoga","Waterford Flight of Locks","This set of 5 locks provides a total lift of about 170 feet, the highest lift in the shortest span in the world, greater than the lift of the entire Panama Canal.","42.801821","-73.693963","Canals and Transportation","","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/113.jpg","Waterford","N/A","NY","N/A","N/A","(42.801820999999997, -73.693962999999997)"
"Capital-Saratoga","Saratoga","Waterford Historical Museum","The Waterford Historical Museum and Cultural Center is located in the 1830 Hugh White Homestead. The Museum features a permanent exhibition about the history of Waterford, temporary exhibitions related to local history, two Victorian period rooms, and the George and Annabel OConnor Library for Local History.","42.7809301","-73.6948269","Canals and Transportation","http;//www.waterfordmuseum.com","","Waterford","2 Museum Ln","NY","12188","518-238-0809","(42.780930099999999, -73.694826899999995)"
"Capital-Saratoga","Schenectady","ALCO Heritage Museum - American Locomotive Company","The ALCO Historical and Technical Society was created to preserve and share the history of the American Locomotive Company (ALCO), a prolific builder of steam and diesel locomotives that was based in Schenectady, NY. The museum also interprets their role in WWII as a manufacturer of tanks and other war materiel.","42.8292613","-73.9282885","Innovation and Commerce","http;//www.alcoheritagemuseum.org","","Schenectady","1910 Maxon Rd","NY","12308","518-374-4628","(42.829261299999999, -73.928288499999994)"
"Capital-Saratoga","Schenectady","Mabee Farm","The oldest house in the Mohawk Valley, the Mabee Farm Historic Site was settled by Daniel Janse Van Antwerpen, who established it as a fur trading post to meet Native American traders before they reached Schenectady.  He received a deed for the property in 1671 from the English governor.  In 1705, Van Antwerpen sold the western portion to Jan Pieterse Mabee, and it was handed down through the Mabee family for 287 years. This 1680 site includes a 1720 inn, 1760 New World Dutch barn, Mabee family items and farming exhibits.","42.8650413","-74.0315985","Colonial History","http;//www.mabeefarm.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/51.jpg","Rotterdam Junction","1080 Main Street","NY","12150","518-887-5073","(42.865041300000001, -74.031598500000001)"
"Capital-Saratoga","Schenectady","Museum of Innovation and Science (MiSci) / Schenectady Museum","Founded in 1934, the Museum of Innovation and Science (MiSci)/ Schenectady Museum, has exhibits on local history, art, science and technology, a planetarium, educational programs and an archive of electrical history.","42.8119913","-73.9333185","Arts and Culture","http;//www.schenectadymuseum.org","","Schenectady","15 Nott Terrace Heights","NY","12308","518-382-7890","(42.811991300000003, -73.933318499999999)"
"Capital-Saratoga","Schenectady","Schenectady County Historical Society","The Schenectady County Historical Society Museum, located in the Historic Stockade District, offers an in depth look at the history of Schenectady County from 1661 to present day.  Using artifacts from the collection, the Museum focuses on key events and figures of Schenectady County including such things as the Schenectady Massacre, Governor Joseph Yates, the Erie Canal, and the American Locomotive Company.","42.8172013","-73.9499585","Innovation and Commerce","http;//www.schenectadyhistory.net","","Schenectady","32 Washington Ave","NY","12305","518-374-0263","(42.817201300000001, -73.949958499999994)"
"Central New York","Schoharie","Iroquois Indian Museum","The Iroquois Indian Museum in Howes Cave is housed in a modern building designed to evoke the Great Longhouses of the Iroquois and represents the worlds most comprehensive exhibition of Mmodern Iroquois arts.   The grounds serve as a 45-acre nature park featuring trails and two 19th century log homes moved from the Six Nations Reserve.","42.6910514","-74.4056584","Native Americans","http;//www.iroquoismuseum.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/418.jpg","Howes Cave","324 Caverns Rd","NY","12092","518-296-8949","(42.691051399999999, -74.405658399999993)"
"Central New York","Schoharie","Lansing Manor Museum","1819 Manor house for the Blenheim Patent, built by John Lansing for his daughter and son-in-law to administer the affairs of the former colonial land grant.  Fully-restored to reflect the lifestyle of the first three generations of residents, 1819 to circa 1919.","42.4509143","-74.4683917","Arts and Culture","http;//www.nypa.gov","","North Blenheim","1378 State Rte 30","NY","12131","518-287-6380","(42.450914300000001, -74.468391699999998)"
"Central New York","Schoharie","Old Stone Fort Museum Complex","A 1772 church, the Old Stone Fort Museum Complex in Schoharie was fortified and attacked during a Revolutionary War battle in 1780. Today it celebrates and preserves the rich, historic legacy of the Schoharie Valley. In addition to Revolutionary War exhibits, the seven buildings are also home to exhibits spotlighting the Civil War; Colonial and Native American life; archaeology, paleontology and geology; and industrial and transportation history.","42.6776914","-74.3020883","The Revolution","http;//www.theoldstonefort.org","","Schoharie","145 Fort Rd","NY","12157","518-295-7192","(42.6776914, -74.302088299999994)"
"Finger Lakes","Schuyler","International Motor Racing Research Center/Watkins Glen Grand Prix Circuit/Watkins Glen International","Watkins Glen is a nationally recognized center for car racing.   It is listed in the New York State and National Registers of Historic Places, and hosts an annual Grand Prix reenactment.  The International Motor Racing Research Center preserves the heritage of the sport through a 5,000-square-foot research library and archive, while the racing tradition continues at Watkins Glen International where NASCARs finest compete in New Yorks largest motorsports event.","42.3721424","-76.8665464","Sports History","http;//www.racingarchives.org","","Watkins Glen","610 S. Decatur Street, 2790 County Route 16","NY","14891","607-535-9044, 607 535-4341","(42.372142400000001, -76.866546400000004)"
"Finger Lakes","Schuyler","Schooner True Love","The Schooner True Love is a 1926 John Alden Malabar Schooner, designed to win some of the worlds most prestigious and difficult races.  She made her reputation as a movie star in The Philadelphia Story and High Society.  Today, visitors can board the Schooner True Love in Watkins Glen for a historic ride on Seneca Lake.","42.38363","-76.8754463","Sports History","http;//www.schroonerexcursions.com","","Watkins Glen","1 N. Franklin Street","NY","14891","607-535-5253","(42.383629999999997, -76.875446299999993)"
"Finger Lakes","Schuyler","Schuyler County Historical Societys Lee School Museum","The Schuyler County Historical Societys Lee School Museum, on the National Register of Historic Places, is a one-room schoolhouse built in 1828, and the oldest brick structure in Schuyler County.  The red barn-style painted clapboard one-room schoolhouse was typical to the mid-to-late 19th century farming communities of New York State.  It contains a large wood burning stove, school desks, books, blackboards and an antique world globe, exhibited almost exactly as it would have been run in the late 19th and early 20th centuries.","42.3476916","-76.8448375","Arts and Culture","http;//www.schuylerhistory.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/731.jpg","Montour Falls","108 N. Catherine Street","NY","14865","607-535-9741","(42.347691599999997, -76.844837499999997)"
"Finger Lakes","Schuyler","Watkins Glen State Park/Catharine Valley Trail","At the end of the recent ice age,  glaciers carved the Catharine Valley, and the Seneca Indians, of the Iroquois Indian Nation, were the first  inhabitants.  Cook Cemetery Memorial Park  in Montour Falls, honors Catharine Montour,  leader of the Senecas. Revolutionary War soldiers followed footpaths of Seneca Indians to burn Iroquois farms and villages, part of the Sullivan Campaign. The trail follows the Queen Catharine Marsh, considered the link to the outside world before the railroad.  The land  is now a walking-biking trail.","42.372744","-76.883261","Natural History","http;//www.nysparks.com","","Watkins Glen","Franklin St","NY","14891","607-535-4511","(42.372743999999997, -76.883261000000005)"
"Finger Lakes","Seneca","National Womens Hall of Fame","The National Womens Hall of Fame features stories of the over 200 distinguished women who have been inducted there since 1969.  Visitors can also visit the nearby Womens Rights National Historic Park.","42.910936","-76.797694","Womens Rights","http;//www.greatwomen.org","","Seneca Falls","76 Fall St","NY","13148","315-568-8060","(42.910936, -76.797694000000007)"
"Finger Lakes","Seneca","Sampson State Park Military Museums","This complex of military museums was created by members of the Sampson WWII Veterans organization and was a military base. The Sampson Naval Training Station and Sampson Air Force Base were temporary homes to over 400,000 U.S. servicemen during the 1940s and 1950s. The adjacent former Seneca Army Depot occupied 10,587 acres between Seneca and Cayuga Lakes. It was used as a munitions storage and disposal facility by the U. S. Army from 1941 until the 1990s.","42.7294147","-76.891505","Arts and Culture","http;//www.nysparks.com/historicsites","","Romulus","6096 Route 96A","NY","14541","Dolores 315-585-6023 (preferred),   Joan  315-778-9408","(42.7294147, -76.891504999999995)"
"Finger Lakes","Seneca","Seneca Museum of Waterways and Industry","The museum, which is located on the Cayuga-Seneca Canal, details the history of local waterways and their impact on the Finger Lakes region. The waterways fostered industrial growth, forward-thinking and social reform. Interactive museum exhibits and arts and crafts displays are also displayed at the museum.","42.9102514","-76.7979375","Canals and Transportation","http;//www.senecamuseum.com","","Seneca Falls","89 Fall Street","NY","13148","315-568-1510","(42.9102514, -76.797937500000003)"
"Finger Lakes","Seneca","Womens Rights National Historic Park / Seneca Falls and Historic Waterloo","The Womens Rights National Historic Park in Seneca Falls commemorates the birthplace of the womens rights movement. It features exhibits, an inspirational film, and restored historical buildings, including the home of Elizabeth Cady Stanton and the Wesleyan Chapel where the First Womens Rights Convention was held.  The Birthplace of Memorial Day, Waterloo was also the inspiration for Its A Wonderful Life.","42.9103685","-76.7976775","Womens Rights","http;//www.senecafalls.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/223.jpg","Seneca Falls and Waterloo","89Fall Street","NY","13148","315-568-1510","(42.910368499999997, -76.797677500000006)"
"Finger Lakes","Steuben","Corning Museum of Glass","In the 1860s, Elias Hungerford believed Cornings railroad and Erie Canal transportation, together with local supplies of coal and sand, could foster a glass industry that would put his town on the map. At the Corning Museum of Glass, visitors can experience the art, history and science of glass through live hot glassmaking demonstrations, Make Your Own Glass classes, hands-on glass technology exhibits and the worlds largest collection of glass objects spanning 3,500 years.","42.1491195","-77.0577698","Innovation and Commerce","http;//www.cmog.org","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/702.jpg","Corning","1 Museum Way","NY","14830","800-732-6845","(42.149119499999998, -77.057769800000003)"
"Finger Lakes","Steuben","Corning Painted Post Historic Society-Benjamin Patterson Inn","The centerpiece of the Corning Painted Post Historical Societys headquarters is the 19th Benjamin Patterson Inn, where guests once socialized and conducted business. The property also features other historic buildings that have been moved to the property for preservation. The society also operates the Painted Post-Erwin Museum, housed in a former railroad depot in Painted Post, which interprets the communitys history.","42.151348","-77.064047","Arts and Culture","http;//www.pattersoninnmuseum.org","","Corning","73 West Pulteney Street","NY","14830","607-937-5281","(42.151347999999999, -77.064047000000002)"
"Finger Lakes","Steuben","Glenn H. Curtiss Museum","The Glenn H. Curtiss Museum celebrates the life of the towns famous son known as the Father of Naval Aviation, on the site of his early aviation experiments with Alexander Graham Bell.  The museum features reproductions and originals of Curtiss history making flying machines and motorcycles, in addition to other antique aircraft, bicycles and automobiles.","42.39879","-77.232659","Innovation and Commerce","http;//www.glennhcurtissmuseum.org","","Hammonds-port","8419 State Route 54","NY","14840","607-569-2160","(42.398789999999998, -77.232658999999998)"
"Finger Lakes","Steuben","Rockwell Museum of Western Art","The best of American Western and Native American art are preserved and interpreted at the Rockwell Museum of Western Art in Corning.  Ten galleries focus on topics like cowboys, visions of the west, buffalo and Native Americans with paintings, sculptures and more.","42.1425433","-77.0526682","Arts and Culture","http;//www.rockwellmuseum.org","","Corning","111 Cedar Street","NY","14830","607-937-5386","(42.1425433, -77.052668199999999)"
"Thousand Islands-Seaway","St. Lawrence","Fort de La Presentation Company","In 1812, at the confluence of the St. Lawrence and Oswegatchie Rivers, British forces launched a naval attack on Ogdensburg and were repelled.  In 1813, men moved into Canada in an effort to release American prisoners and take military stores. The British then marched across the frozen St. Lawrence to capture Ogdensburg.  Interpretive signs and the historic Abb Picquet Monument commemorate the battles and Fort de la Prsentation.  Reenactments and other programs are held throughout the year.","44.695964","-75.50031","The Revolution","http;//www.fort1749.org","","Ogdensburg","100 Riverside Ave","NY","13669","N/A","(44.695963999999996, -75.500309999999999)"
"Thousand Islands-Seaway","St. Lawrence","Frederick Remington Art Museum","The Frederick Remington Art Museum in Ogdensburg is home to the worlds largest collection of the art and archival materials of Frederick Remington, Americas great artist of the Old West.  Occupying one block of historic Ogdensburg, including the 1810 Parish Mansion, exhibits display the artists original paintings, drawings, sculptures, correspondence and personal possessions.  A separate childrens museum allows families to enjoy western-themed educational activities.","44.6985111","-75.4931479","Arts and Culture","http;//www.fredericremington.org","","Ogdensburg","303 Washington Street","NY","13669","315-393-2425","(44.698511099999997, -75.493147899999997)"
"Thousand Islands-Seaway","St. Lawrence","Singer Castle","Built between 1900 and 1905 by millionaire Frederick Gilbert Bourne, CEO of the Singer Sewing Machine Company, the 28-room Scottish inspired Singer Castle in Chippewa Bay is located on a seven-acre island in the St. Lawrence River.  A guided tour of the grounds and castle includes a five-story clock tower, four story boat house, heated squash court, pergola and rose garden, as well as hidden passage ways into almost every room and outbuilding.","44.452213","-75.812068","Arts and Culture","http;//www.singercastle.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/536.jpg","Chippewa Bay","Dark Island","NY","13623","315-324-3275","(44.452213, -75.812067999999996)"
"Thousand Islands-Seaway","St. Lawrence","St. Lawrence County Historical Society","Founded in 1947 and headquartered in Canton, the associations mission is to preserve and interpret the history of St. Lawrence County. The organizations museum is housed in a fine 1830s house that was once owned by Silas Wright, prominent statesman, attorney, U.S. Congressman, and New York State Governor. The house is furnished to reflect the 19th century lifestyle of the Wright family, and the attached barn features exhibits and an archive that chronicle the countys development and growth.","44.5957797","-75.1678919","Arts and Culture","http;//www.slcha.org","","Canton","3 East Main Street","NY","13617","315-386-8133","(44.595779700000001, -75.167891900000001)"
"Long Island","Suffolk","American Airpower Museum","Operational World War II aircraft fly from a landmark hangar that was once part of Republic Aviation. Vintage army vehicles bring visitors along the fight line and up to historic control tower as fighters, bombers and transport aircraft take flight. The museums D-Day flight experience allows individuals to fly with airborne re-enactors on board a C-47. Ground exhibits include tributes to women who built and ferried these planes off to war and the Tuskegee Airmen POWs.","40.7362867","-73.4126487","Canals and Transportation","http;//www.americanairpowermuseum.com/Website/index.html","","East Farmingdale","1230 New Highway","NY","11735","631-293-6398","(40.736286700000001, -73.412648700000005)"
"Long Island","Suffolk","Bayard Cutting Arboretum State Park","Long Islands elite took full advantage of the islands natural beauty in creating their opulent Gold Coast mansions.   The development of the picturesque landscapes of Bayard Cutting Arboretum State Park in Great River began in 1887 with the assistance of famed landscape architect Frederick Law Olmsted.  With tours of the grounds and main house, the site continues to serve as an oasis of quiet beauty.","40.736417","-73.162083","Arts and Culture","http;//www.nysparks.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/255.jpg","Great River","440 Montauk Highway","NY","11739","631-581-1002","(40.736417000000003, -73.162082999999996)"
"Long Island","Suffolk","Big Duck, The","A famous roadside attraction recognized for its unique architecture on the National Register of Historic places. Once a shop which sold ducks and eggs in the 1930s thisduck shaped structure now contains a gift shop and displays on Long Islands motor culture past.","40.908327","-72.623516","Arts and Culture","http;//www.bigduck.org","","Flanders","1012 Flanders","NY","11901","631-852-8292","(40.908327, -72.623515999999995)"
"Long Island","Suffolk","Caumsett State Historic Park","Once a self-sufficient Gold Coast Estate owned by Marshall Field with its own powerhouse and dairy complex, Caumsett State Historic Park Preserve offers visitors acres of woodland, meadows, rock shoreline and salt marsh.","40.9142614","-73.4725047","Natural History","http;//www.nysparks.com","","Lloyd Harbor","25 Lloyd Harbor Road","NY","11743","631-423-1770","(40.914261400000001, -73.472504700000002)"
"Long Island","Suffolk","Connetquot River State Park Preserve","This 3,473 acre park protects one of the most important natural areas on Long Islands South Shore and supports an array of native habitats and species. Formerly the Southside Sportsmens Club of Great River, established in 1866 as a hunting and fishing preserve, the park also retains a collection of historic club buildings and 18th century grist mill. The park offers a variety of recreational opportunities, such as hiking, bird watching, horseback riding, and cross country skiing, and is interpreted through outdoor signage.","40.763127","-73.152977","Natural History","http;//www.nysparks.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/267.jpg","Oakdale","N/A","NY","11769","631- 581-1005","(40.763126999999997, -73.152977000000007)"
"Long Island","Suffolk","Cutchogue Green Historic Buildings","The Old House, on Cases Lane at the Village Green, a National Historic Landmark, dates to 1649. Nearby, the Wickham Farmhouse built in 1704 features a collection of antique quilts. The 1840 Schoolhouse Museum displays antique items. A pre-Civil War carriage house displays a model of the first submarine. The Red Barn contains many 19th century farm tools. Nearby is the former Independent Congregational Church, built in 1862, now part of the Cutchogue-New Suffolk library.","41.008418","-72.485812","Colonial History","http;//www.suffolknewscutchoguehistory.org","","Cutchogue","Main Rd","NY","11935","631-734-7122","(41.008417999999999, -72.485811999999996)"
"Long Island","Suffolk","Fire Island Lighthouse","Constructed in 1858, the Fire Island Lighthouse was once considered the most important light station on the east coast as it was the first landfall for transatlantic ships approaching New York harbor.  Located at the western end of Fire Island National Seashore, visitors can climb the 192 steps to the top of the tower and enjoy the interactive displays in the visitor center.","40.63169","-73.218698","Canals and Transportation","http;//www.fireislandlighthouse.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/275.jpg","Bay Shore","1 Burma Rd","NY","11702","631-321-7028","(40.631689999999999, -73.218698000000003)"
"Long Island","Suffolk","Frank Melville Memorial Park","The Frank Melville Memorial Park was constructed in 1937 and designed by Richard Haviland Smythe. The Park includes a circular walkway around the upper pond, the home of the last miller in Setauket, a simulated mill house with a working water wheel, the recently restored Setauket Post Office, a barn, scenic trails, and the Bates House.","40.9450945","-73.1155566","Innovation and Commerce","http;//www.frankmelvillepark.org","","Setauket","1 Old Field Rd","NY","11733","631-689-6146","(40.945094500000003, -73.115556600000005)"
"Long Island","Suffolk","Gardiners Island Windmill","The Gardiners Island Windmill is one of four extant Long Island windmills built by the famous Dominy family of craftsmen from East Hampton.  With all its machinery intact, the windmill has remained a part of the historic Gardiner estate since the 18th century.","41.0913889","-72.1105556","Innovation and Commerce","","","East Hampton","N/A","NY","11937","N/A","(41.091388899999998, -72.110555599999998)"
"Long Island","Suffolk","Hallockville Museum Farm","Reconnecting the community with its agricultural and rural heritage, Hallockville Museum Farm contains 19 historic houses, barns and outbuildings on this 28 acre former farm, ranging from the mid-18th century Hallock homestead to the Depression-era Cichanowicz Farmhouse. This National Register listed attraction provides exhibits, tours and programming on site.","40.982383","-72.590845","Arts and Culture","http;//www.hallockville.com","","Riverhead","6038 Second Avenue","NY","11901","631-298-5292","(40.982382999999999, -72.590845000000002)"
"Long Island","Suffolk","Heckscher Museum of Art, The","Formally based on the private collection of August Heckscher - German immigrant, industrialist, real estate magnate, and philanthropist - the Heckscher Museum of Art, beside a Huntington Village pond, currently maintains a Permanent Collection of more than 2,200 works spanning five centuries, from the early 16th century to the present.","40.8754617","-73.4206988","Arts and Culture","http;//www.heckscher.org","","Huntington","2 Prime Avenue","NY","11743","631-351-3250","(40.875461700000002, -73.420698799999997)"
"Long Island","Suffolk","Historic Greenport/Long Island Railroad Terminal and yard at Greenport; Railroad Museum of Long Island","The Village of Greenport includes the East End Seaport Museum, the Railroad Museum of Long Island and the Stirling Historical Society Museum, all just along Main Street. At the Long Island Railroad Terminal and yard at Greenport the visitor experiences the history of the LIRR as it traversed Long Island from Brooklyn to Greenport to speed travelers and shipments through rail-ship-rail movement from NYC to Boston.","41.10326","-72.360039","Innovation and Commerce","","","Greenport","Main St, 440 - 4th Street","NY","11944","Maritime 631-477-2100; RR 631-477-0439, Irish House 631-477-3026","(41.103259999999999, -72.360039)"
"Long Island","Suffolk","Horton Point Lighthouse","The Horton Point Lighthouse, located north of downtown Southold, was constructed by the U. S. Lighthouse Service in 1857 and now serves as the Southold Historical Societys Nautical Museum. The Lighthouse features exhibits on maritime history and whaling. You can also enjoy the spectacular views of the Long Island Sound.","41.0851216","-72.4457691","Canals and Transportation","http;//www.southoldhistoricalsociety.org","","Southold","3575 Lighthouse Rd","NY","11971","631-765-2101","(41.085121600000001, -72.445769100000007)"
"Long Island","Suffolk","Huntington Harbor Lighthouse","Built in 1912 to aid navigation in Huntington Harbor, the distinctive reinforced concrete lighthouse, which includes a light keepers dwelling, was automated in 1949 and is still operational. The Huntington Lighthouse Preservation Society was established in 1985 to rescue the deteriorated landmark and has overseen the lighthouses rehabilitation. It was the first nonprofit organization in the country to successfully manage the restoration of an offshore lighthouse. Guided tours are available throughout the summer.","40.910725","-73.431243","Canals and Transportation","http;//www.huntingtonlighthouse.org","","Halesite","N/A","NY","11743","631-421-1985","(40.910724999999999, -73.431242999999995)"
"Long Island","Suffolk","Joseph Lloyd Manor House","Built in 1767, the Joseph Lloyd Manor is an historic house museum, furnished with original and donated furniture listed on the original 1782 inventory.  Once occupied by British forces during the American Revolution, the manor reflects the history of Long Island through the past 200 years.","40.9143417","-73.4775588","Colonial History","http;//www.discoverlongisland.com","","Lloyd Harbor","1 Lloyd Lane","NY","11743","631-692-4664","(40.914341700000001, -73.477558799999997)"
"Long Island","Suffolk","Long Island Maritime Museum  and  Vessels Modesty and Oyster Sloop Priscilla, The","At the 14-acre Long Island Maritime Museum in West Sayville, guests can experience life on the great estates of Long Islands south shore, learn about the shellfishing industry from the 1880s through the 1970s and view historic boats in National Historic Landmark buildings.  For an interactive experience, visitors can see an active boat-building shop, or sail onto the Great South Bay aboard the 1888 Oyster dredge Priscilla, one of only 13 National Historic Landmarks on Long Island.","40.7228752","-73.0940869","Innovation and Commerce","","","West Sayville","88 West Avenue","NY","11796","631-447-8679","(40.722875199999997, -73.094086899999994)"
"Long Island","Suffolk","Long Island Museum of American Art, History  and  Carriages, The","With more than 200 horse-drawn carriages, the Long Island Museum of American Art, History  and  Carriages in Stony Brook is home to the nations largest carriage collection. Admired for their beauty and craftsmanship, the carriages reflect an important part of Americas industrial and transportation history. About 100 carriages are regularly on display, along with other rare artifacts from the carriage era.","40.9120464","-73.1423249","Arts and Culture","http;//www.longislandmuseum.org","","Stony Brook","1200 Route 25A","NY","11790","631-751-0066","(40.912046400000001, -73.142324900000006)"
"Long Island","Suffolk","Montauk Point Lighthouse","The oldest lighthouse in New York State, Montauk Point Lighthouse was authorized by the second congress, under President George Washington in 1792. Construction began on June 7, 1796 and was completed on Nov.5, 1796. The tower stands over 100 feet tall and remains an active aid to navigation.","41.0710816","-71.8571792","Innovation and Commerce","http;//www.montauklighthouse.com","http;//fallgetaways.iloveny.com/GoogleFieldTrips/PTH/297.jpg","Montauk","2000 New York 27","NY","11954","1-888-MTK-POINT or 631-668-2544","(41.071081599999999, -71.857179200000004)"
"Long Island","Suffolk","Oheka Castle","A Gold Coast, French Chateau-style mansion built in 1919, Oheka Castle offers a glimpse of world of elegance and unique architectural style defined by the extravagance of the Gilded Age to the Roaring Twenties. Listed on the National Register of Historic Places and a member of Historic Hotels of America, it boasts 32 guestrooms and suites on the upper floors of the estate. The estate includes formal gardens, an 18-hole golf course, tennis, fine dining, and historic mansion tours.","40.8257379","-73.4492193","Arts and Culture","http;//www.oheka.com","","Huntington","135 West Gate Drive","NY","11743","631-659-1400","(40.8257379, -73.449219299999996)"
"Long Island","Suffolk","Parrish Art Museum","First opening its doors in 1898, the Parrish Art Museum, now housed in a Herzog  and  de Meuron building, showcases a record of the East End which has been drawing artists by the likes of  Pollock, de Kooning, Porter, Vicente, Lichtenstein, Fischl, Chamberlain, Gornik and Close with its beauty and light ever since the Long Island railroad extended its service in 1870.","40.9044817","-72.3658491","Arts and Culture","http;//www.parrishart.org","","Water Mill","279 Montauk Highway","NY","11976","631-283-2118","(40.904481699999998, -72.365849100000005)"
"Long Island","Suffolk","Pollock-Krasner House and Study Center","Jackson Pollock was the preeminent leader of the Abstract Expressionist movement and considered one of the most revolutionary figures in the history of 20th century art.  The Pollock-Krasner House  and  Study Center allows visitors to see the house and studio where he and his wife, Lee Krasner, livedand worked in the mid 20th century.","41.023977","-72.155102","Arts and Culture","http;//www.pkhouse.org","","East Hampton","830 Springs Fireplace Rd","NY","11937","631-324-4929","(41.023977000000002, -72.155101999999999)"
